qs1,qs2,qs3,qs4,qs5,merge1,partition_sort
0.0034532546997070312,0.005160808563232422,0.003954887390136719,0.004253864288330078,0.003679990768432617,0.003935098648071289,0.0023729801177978516
0.004163980484008789,0.004027128219604492,0.005227088928222656,0.003487825393676758,0.003677845001220703,0.0038537979125976562,0.002538919448852539
0.0034313201904296875,0.004667997360229492,0.00426793098449707,0.003927946090698242,0.0034177303314208984,0.0043141841888427734,0.002344369888305664
0.0039598941802978516,0.004355907440185547,0.004575967788696289,0.003473043441772461,0.0038518905639648438,0.003787994384765625,0.0029392242431640625
0.0034949779510498047,0.005300998687744141,0.005227088928222656,0.003448963165283203,0.0036590099334716797,0.0039010047912597656,0.0022919178009033203
0.003679990768432617,0.004139900207519531,0.0047838687896728516,0.00414586067199707,0.0035631656646728516,0.0040929317474365234,0.0022912025451660156
0.0032460689544677734,0.005209922790527344,0.004734992980957031,0.003267049789428711,0.004187107086181641,0.003461122512817383,0.0023202896118164062
0.004019021987915039,0.004937887191772461,0.0041768550872802734,0.0037529468536376953,0.003534078598022461,0.0043909549713134766,0.002270221710205078
0.003564119338989258,0.004548311233520508,0.0047168731689453125,0.004446983337402344,0.003747701644897461,0.003729104995727539,0.0029413700103759766
0.0036368370056152344,0.004098176956176758,0.00413203239440918,0.004437685012817383,0.0032958984375,0.003815889358520508,0.0022869110107421875
0.003387928009033203,0.004770040512084961,0.004575014114379883,0.0037360191345214844,0.003918170928955078,0.0036420822143554688,0.0024039745330810547
0.003312826156616211,0.004415035247802734,0.004088163375854492,0.004184722900390625,0.003422975540161133,0.003747224807739258,0.002357006072998047
0.003281831741333008,0.004293918609619141,0.0039212703704833984,0.004188060760498047,0.0034890174865722656,0.0037178993225097656,0.002335071563720703
0.004003763198852539,0.00391077995300293,0.0052149295806884766,0.003487110137939453,0.0038280487060546875,0.0038919448852539062,0.0025568008422851562
0.0031630992889404297,0.0046138763427734375,0.0049359798431396484,0.0042362213134765625,0.0036287307739257812,0.0036280155181884766,0.002310037612915039
0.0038232803344726562,0.004102945327758789,0.004589080810546875,0.0032968521118164062,0.004029750823974609,0.0036008358001708984,0.002599954605102539
0.0033049583435058594,0.004465818405151367,0.004732847213745117,0.004235029220581055,0.0034058094024658203,0.0038878917694091797,0.0029649734497070312
0.0037310123443603516,0.00421905517578125,0.004151105880737305,0.0036699771881103516,0.0038619041442871094,0.0035560131072998047,0.0022618770599365234
0.003371000289916992,0.004256010055541992,0.003963947296142578,0.003936767578125,0.0035130977630615234,0.0036118030548095703,0.0031080245971679688
0.01160287857055664,0.008536100387573242,0.008620023727416992,0.009227991104125977,0.008221864700317383,0.009038209915161133,0.004338979721069336
0.008182764053344727,0.009974002838134766,0.016078948974609375,0.006579875946044922,0.006486177444458008,0.006927967071533203,0.004994869232177734
0.005595207214355469,0.006280183792114258,0.004941225051879883,0.00501704216003418,0.006381034851074219,0.0048542022705078125,0.002679109573364258
0.004764080047607422,0.003926753997802734,0.004309892654418945,0.003468036651611328,0.004682064056396484,0.0036280155181884766,0.0028269290924072266
0.005872011184692383,0.006428956985473633,0.004678964614868164,0.006437063217163086,0.008866071701049805,0.004701852798461914,0.005487203598022461
0.005071878433227539,0.0059278011322021484,0.00654911994934082,0.0043032169342041016,0.005578756332397461,0.005667924880981445,0.002834796905517578
0.0035207271575927734,0.005032062530517578,0.005280971527099609,0.004132986068725586,0.004052162170410156,0.00421595573425293,0.002621889114379883
0.0037431716918945312,0.004244804382324219,0.006619930267333984,0.005160331726074219,0.004239320755004883,0.003876209259033203,0.0033752918243408203
0.004525184631347656,0.005172014236450195,0.006170988082885742,0.005815982818603516,0.0053708553314208984,0.006297111511230469,0.004758119583129883
0.00668787956237793,0.005405902862548828,0.005856990814208984,0.004982948303222656,0.004486799240112305,0.0050771236419677734,0.0033578872680664062
0.005002021789550781,0.0044269561767578125,0.0060939788818359375,0.0049397945404052734,0.003904104232788086,0.004693031311035156,0.0029261112213134766
0.004610776901245117,0.005012035369873047,0.00536799430847168,0.0038831233978271484,0.004137992858886719,0.004436016082763672,0.0048220157623291016
0.004954814910888672,0.0058019161224365234,0.005268096923828125,0.0043179988861083984,0.005218029022216797,0.004395008087158203,0.0034759044647216797
0.004334211349487305,0.0042018890380859375,0.003924131393432617,0.0039980411529541016,0.0035638809204101562,0.003641843795776367,0.0024619102478027344
0.004403114318847656,0.005876779556274414,0.0042569637298583984,0.003448009490966797,0.004103899002075195,0.003748178482055664,0.0023300647735595703
0.0032341480255126953,0.004247188568115234,0.004834651947021484,0.004434108734130859,0.0037431716918945312,0.0041539669036865234,0.0032911300659179688
0.004900217056274414,0.004323720932006836,0.005358219146728516,0.0044558048248291016,0.004088640213012695,0.003690004348754883,0.002535104751586914
0.003704071044921875,0.004163026809692383,0.004579067230224609,0.0058901309967041016,0.004224061965942383,0.003633260726928711,0.002323150634765625
0.0040912628173828125,0.003998994827270508,0.004354000091552734,0.0036461353302001953,0.004006147384643555,0.0035958290100097656,0.002346038818359375
0.004191160202026367,0.004708766937255859,0.0040590763092041016,0.004029035568237305,0.004309892654418945,0.0039098262786865234,0.002414226531982422
0.003548860549926758,0.004254817962646484,0.005068063735961914,0.003976106643676758,0.0037093162536621094,0.004111051559448242,0.0029287338256835938
0.0035033226013183594,0.004537105560302734,0.0041429996490478516,0.004914760589599609,0.004039287567138672,0.0036940574645996094,0.002315998077392578
0.0037071704864501953,0.004575014114379883,0.004492044448852539,0.003551959991455078,0.006865978240966797,0.004547119140625,0.002405881881713867
0.0038890838623046875,0.004707813262939453,0.004536151885986328,0.003596782684326172,0.0034379959106445312,0.003869295120239258,0.0024530887603759766
0.0034928321838378906,0.005056142807006836,0.005820035934448242,0.0039141178131103516,0.0038421154022216797,0.003529787063598633,0.0023679733276367188
0.004325151443481445,0.003793954849243164,0.004211902618408203,0.0037980079650878906,0.003618955612182617,0.003616809844970703,0.0028281211853027344
0.0033121109008789062,0.005287885665893555,0.004448890686035156,0.00415492057800293,0.004253864288330078,0.0040628910064697266,0.0025870800018310547
0.004255056381225586,0.005454301834106445,0.0047190189361572266,0.0041959285736083984,0.003420114517211914,0.0043599605560302734,0.0031092166900634766
0.0040283203125,0.0038797855377197266,0.005192995071411133,0.004185914993286133,0.0036089420318603516,0.004110813140869141,0.0023031234741210938
0.0046427249908447266,0.004770994186401367,0.005547046661376953,0.004675149917602539,0.004190206527709961,0.0038030147552490234,0.002546072006225586
0.007086038589477539,0.004609107971191406,0.008022069931030273,0.004964113235473633,0.004475831985473633,0.0044939517974853516,0.004231929779052734
0.003943920135498047,0.0056591033935546875,0.004998922348022461,0.003998994827270508,0.003792285919189453,0.0035550594329833984,0.002899169921875
0.0035741329193115234,0.004266977310180664,0.004458189010620117,0.004440784454345703,0.003944873809814453,0.003545999526977539,0.002454996109008789
0.003662109375,0.006053924560546875,0.00402522087097168,0.003446817398071289,0.00391697883605957,0.0043659210205078125,0.0022840499877929688
0.0034830570220947266,0.005339860916137695,0.005627155303955078,0.003972053527832031,0.003778219223022461,0.0042879581451416016,0.0026340484619140625
0.003496885299682617,0.004041910171508789,0.005390167236328125,0.0051860809326171875,0.0037720203399658203,0.003565073013305664,0.0023889541625976562
0.003843069076538086,0.004044771194458008,0.003968000411987305,0.004147768020629883,0.0040988922119140625,0.0035059452056884766,0.002234220504760742
0.0032389163970947266,0.004598140716552734,0.0038602352142333984,0.003423929214477539,0.003997802734375,0.003957033157348633,0.0025701522827148438
0.003665924072265625,0.003854036331176758,0.004827022552490234,0.005296230316162109,0.0035681724548339844,0.0035219192504882812,0.0022459030151367188
0.004051923751831055,0.0048558712005615234,0.0040781497955322266,0.004590034484863281,0.0034329891204833984,0.003820180892944336,0.002415180206298828
0.004272937774658203,0.005563020706176758,0.004518032073974609,0.003336191177368164,0.003847837448120117,0.004523754119873047,0.00257110595703125
